Zip,City,State,Region,District
15606,"Greensburg, PA",PA,East,District #13
15610,"Acme, PA",PA,East,District #13
15611,"Adamsburg, PA",PA,East,District #13
15612,"Alverton, PA",PA,East,District #13
15613,"Apollo, PA",PA,East,District #13
15615,"Ardara, PA",PA,East,District #13
15616,"Armbrust, PA",PA,East,District #13
15617,"Arona, PA",PA,East,District #13
15618,"Avonmore, PA",PA,East,District #13
15619,"Bovard, PA",PA,East,District #13
15620,"Bradenville, PA",PA,East,District #13
15621,"Calumet, PA",PA,East,District #13
15622,"Champion, PA",PA,East,District #13
15623,"Claridge, PA",PA,East,District #13
15624,"Crabtree, PA",PA,East,District #13
15625,"Darragh, PA",PA,East,District #13
15626,"Delmont, PA",PA,East,District #13
15627,"Derry, PA",PA,East,District #13
15628,"Donegal, PA",PA,East,District #13
15629,"East Vandergrift, PA",PA,East,District #13
15631,"Everson, PA",PA,East,District #13
15632,"Export, PA",PA,East,District #13
15633,"Forbes Road, PA",PA,East,District #13
15634,"Grapeville, PA",PA,East,District #13
15635,"Hannastown, PA",PA,East,District #13
15636,"Harrison City, PA",PA,East,District #13
15637,"Herminie, PA",PA,East,District #13
15638,"Hostetter, PA",PA,East,District #13
15639,"Hunker, PA",PA,East,District #13
15640,"Hutchinson, PA",PA,East,District #13
15641,"Hyde Park, PA",PA,East,District #13
15642,"Irwin, PA",PA,East,District #13
15644,"Jeannette, PA",PA,East,District #13
15646,"Jones Mills, PA",PA,East,District #13
15647,"Larimer, PA",PA,East,District #13
15650,"Latrobe, PA",PA,East,District #13
15655,"Laughlintown, PA",PA,East,District #13
15656,"Leechburg, PA",PA,East,District #13
15658,"Ligonier, PA",PA,East,District #13
15660,"Lowber, PA",PA,East,District #13
15661,"Loyalhanna, PA",PA,East,District #13
15662,"Luxor, PA",PA,East,District #13
15663,"Madison, PA",PA,East,District #13
15664,"Mammoth, PA",PA,East,District #13
15665,"Manor, PA",PA,East,District #13
15666,"Mount Pleasant, PA",PA,East,District #13
15668,"Murrysville, PA",PA,East,District #13
15670,"New Alexandria, PA",PA,East,District #13
15671,"New Derry, PA",PA,East,District #13
15672,"New Stanton, PA",PA,East,District #13
15673,"North Apollo, PA",PA,East,District #13
15674,"Norvelt, PA",PA,East,District #13
15675,"Penn, PA",PA,East,District #13
15676,"Pleasant Unity, PA",PA,East,District #13
15677,"Rector, PA",PA,East,District #13
15678,"Rillton, PA",PA,East,District #13
15679,"Ruffs Dale, PA",PA,East,District #13
15680,"Salina, PA",PA,East,District #13
15681,"Saltsburg, PA",PA,East,District #13
15682,"Schenley, PA",PA,East,District #13
15683,"Scottdale, PA",PA,East,District #13
15684,"Slickville, PA",PA,East,District #13
15685,"Southwest, PA",PA,East,District #13
15686,"Spring Church, PA",PA,East,District #13
15687,"Stahlstown, PA",PA,East,District #13
15688,"Tarrs, PA",PA,East,District #13
15689,"United, PA",PA,East,District #13
15690,"Vandergrift, PA",PA,East,District #13
15691,"Wendel, PA",PA,East,District #13
15692,"Westmoreland City, PA",PA,East,District #13
15693,"Whitney, PA",PA,East,District #13
15695,"Wyano, PA",PA,East,District #13
15696,"Youngstown, PA",PA,East,District #13
15697,"Youngwood, PA",PA,East,District #13
15698,"Yukon, PA",PA,East,District #13
15701,"Indiana, PA",PA,East,District #13
15705,"Indiana, PA",PA,East,District #13
15710,"Alverda, PA",PA,East,District #13
15711,"Anita, PA",PA,East,District #13
15712,"Arcadia, PA",PA,East,District #13
15713,"Aultman, PA",PA,East,District #13
15714,"Northern Cambria, PA",PA,East,District #13
15715,"Big Run, PA",PA,East,District #13
15716,"Black Lick, PA",PA,East,District #13
15717,"Blairsville, PA",PA,East,District #13
15720,"Brush Valley, PA",PA,East,District #13
15721,"Burnside, PA",PA,East,District #13
15722,"Carrolltown, PA",PA,East,District #13
15723,"Chambersville, PA",PA,East,District #13
15724,"Cherry Tree, PA",PA,East,District #13
15725,"Clarksburg, PA",PA,East,District #13
15727,"Clune, PA",PA,East,District #13
15728,"Clymer, PA",PA,East,District #13
15729,"Commodore, PA",PA,East,District #13
15730,"Coolspring, PA",PA,East,District #13
15731,"Coral, PA",PA,East,District #13
15732,"Creekside, PA",PA,East,District #13
15733,"De Lancey, PA",PA,East,District #13
15734,"Dixonville, PA",PA,East,District #13
15736,"Elderton, PA",PA,East,District #13
15737,"Elmora, PA",PA,East,District #13
15738,"Emeigh, PA",PA,East,District #13
15739,"Ernest, PA",PA,East,District #13
15741,"Gipsy, PA",PA,East,District #13
15742,"Glen Campbell, PA",PA,East,District #13
15744,"Hamilton, PA",PA,East,District #13
15745,"Heilwood, PA",PA,East,District #13
15746,"Hillsdale, PA",PA,East,District #13
15747,"Home, PA",PA,East,District #13
15748,"Homer City, PA",PA,East,District #13
15750,"Josephine, PA",PA,East,District #13
15752,"Kent, PA",PA,East,District #13
15753,"La Jose, PA",PA,East,District #13
15754,"Lucernemines, PA",PA,East,District #13
15756,"Mc Intyre, PA",PA,East,District #13
15757,"Mahaffey, PA",PA,East,District #13
15758,"Marchand, PA",PA,East,District #13
15759,"Marion Center, PA",PA,East,District #13
15760,"Marsteller, PA",PA,East,District #13
15761,"Mentcle, PA",PA,East,District #13
15762,"Nicktown, PA",PA,East,District #13
15763,"Northpoint, PA",PA,East,District #13
15764,"Oliveburg, PA",PA,East,District #13
15765,"Penn Run, PA",PA,East,District #13
15767,"Punxsutawney, PA",PA,East,District #13
15770,"Ringgold, PA",PA,East,District #13
15771,"Rochester Mills, PA",PA,East,District #13
15772,"Rossiter, PA",PA,East,District #13
15773,"Saint Benedict, PA",PA,East,District #13
15774,"Shelocta, PA",PA,East,District #13
15775,"Spangler, PA",PA,East,District #13
15776,"Sprankle Mills, PA",PA,East,District #13
15777,"Starford, PA",PA,East,District #13
15778,"Timblin, PA",PA,East,District #13
15779,"Torrance, PA",PA,East,District #13
15780,"Valier, PA",PA,East,District #13
15781,"Walston, PA",PA,East,District #13
15783,"West Lebanon, PA",PA,East,District #13
15784,"Worthville, PA",PA,East,District #13
15801,"Du Bois, PA",PA,East,District #13
15821,"Benezett, PA",PA,East,District #13
15822,"Brandy Camp, PA",PA,East,District #13
15823,"Brockport, PA",PA,East,District #13
15824,"Brockway, PA",PA,East,District #13
15825,"Brookville, PA",PA,East,District #13
15827,"Byrnedale, PA",PA,East,District #13
15828,"Clarington, PA",PA,East,District #13
15829,"Corsica, PA",PA,East,District #13
15831,"Dagus Mines, PA",PA,East,District #13
15832,"Driftwood, PA",PA,East,District #13
15840,"Falls Creek, PA",PA,East,District #13
15841,"Force, PA",PA,East,District #13
15845,"Johnsonburg, PA",PA,East,District #13
15846,"Kersey, PA",PA,East,District #13
15847,"Knox Dale, PA",PA,East,District #13
15848,"Luthersburg, PA",PA,East,District #13
15849,"Penfield, PA",PA,East,District #13
15851,"Reynoldsville, PA",PA,East,District #13
15853,"Ridgway, PA",PA,East,District #13
15856,"Rockton, PA",PA,East,District #13
15857,"Saint Marys, PA",PA,East,District #13
15860,"Sigel, PA",PA,East,District #13
15861,"Sinnamahoning, PA",PA,East,District #13
15863,"Stump Creek, PA",PA,East,District #13
15864,"Summerville, PA",PA,East,District #13
15865,"Sykesville, PA",PA,East,District #13
15866,"Troutville, PA",PA,East,District #13
15868,"Weedville, PA",PA,East,District #13
15870,"Wilcox, PA",PA,East,District #13
15901,"Johnstown, PA",PA,East,District #13
15902,"Johnstown, PA",PA,East,District #13
15904,"Johnstown, PA",PA,East,District #13
15905,"Johnstown, PA",PA,East,District #13
15906,"Johnstown, PA",PA,East,District #13
15907,"Johnstown, PA",PA,East,District #13
15909,"Johnstown, PA",PA,East,District #13
15915,"Johnstown, PA",PA,East,District #13
15920,"Armagh, PA",PA,East,District #13
15921,"Beaverdale, PA",PA,East,District #13
15922,"Belsano, PA",PA,East,District #13
15923,"Bolivar, PA",PA,East,District #13
15924,"Cairnbrook, PA",PA,East,District #13
15925,"Cassandra, PA",PA,East,District #13
15926,"Central City, PA",PA,East,District #13
15927,"Colver, PA",PA,East,District #13
15928,"Davidsville, PA",PA,East,District #13
15929,"Dilltown, PA",PA,East,District #13
15930,"Dunlo, PA",PA,East,District #13
15931,"Ebensburg, PA",PA,East,District #13
15934,"Elton, PA",PA,East,District #13
15935,"Hollsopple, PA",PA,East,District #13
15936,"Hooversville, PA",PA,East,District #13
17555,"Narvon, PA",PA,East,District #04
18015,"Bethlehem, PA",PA,East,District #04
18016,"Bethlehem, PA",PA,East,District #04
18018,"Bethlehem, PA",PA,East,District #04
18025,"Bethlehem, PA",PA,East,District #04
18034,"Center Valley, PA",PA,East,District #04
18036,"Coopersburg, PA",PA,East,District #04
18039,"Durham, PA",PA,East,District #04
18041,"East Greenville, PA",PA,East,District #04
18046,"East Texas, PA",PA,East,District #04
18049,"Emmaus, PA",PA,East,District #04
18054,"Green Lane, PA",PA,East,District #04
18055,"Hellertown, PA",PA,East,District #04
18056,"Hereford, PA",PA,East,District #04
18060,"Limeport, PA",PA,East,District #04
18062,"Macungie, PA",PA,East,District #04
18068,"Old Zionsville, PA",PA,East,District #04
18070,"Palm, PA",PA,East,District #04
18073,"Pennsburg, PA",PA,East,District #04
18074,"Perkiomenville, PA",PA,East,District #04
18076,"Red Hill, PA",PA,East,District #04
18077,"Riegelsville, PA",PA,East,District #04
18081,"Springtown, PA",PA,East,District #04
18084,"Sumneytown, PA",PA,East,District #04
18087,"Trexlertown, PA",PA,East,District #04
18092,"Zionsville, PA",PA,East,District #04
18098,"Emmaus, PA",PA,East,District #04
18099,"Emmaus, PA",PA,East,District #04
18103,"Allentown, PA",PA,East,District #04
18106,"Allentown, PA",PA,East,District #04
18195,"Allentown, PA",PA,East,District #04
18901,"Doylestown, PA",PA,East,District #04
18902,"Doylestown, PA",PA,East,District #04
18910,"Bedminster, PA",PA,East,District #04
18911,"Blooming Glen, PA",PA,East,District #04
18912,"Buckingham, PA",PA,East,District #04
18913,"Carversville, PA",PA,East,District #04
18914,"Chalfont, PA",PA,East,District #04
18915,"Colmar, PA",PA,East,District #04
18916,"Danboro, PA",PA,East,District #04
18917,"Dublin, PA",PA,East,District #04
18918,"Earlington, PA",PA,East,District #04
18920,"Erwinna, PA",PA,East,District #04
18921,"Ferndale, PA",PA,East,District #04
18922,"Forest Grove, PA",PA,East,District #04
18923,"Fountainville, PA",PA,East,District #04
18924,"Franconia, PA",PA,East,District #04
18925,"Furlong, PA",PA,East,District #04
18926,"Gardenville, PA",PA,East,District #04
18927,"Hilltown, PA",PA,East,District #04
18928,"Holicong, PA",PA,East,District #04
18929,"Jamison, PA",PA,East,District #04
18930,"Kintnersville, PA",PA,East,District #04
18931,"Lahaska, PA",PA,East,District #04
18932,"Line Lexington, PA",PA,East,District #04
18933,"Lumberville, PA",PA,East,District #04
18934,"Mechanicsville, PA",PA,East,District #04
18935,"Milford Square, PA",PA,East,District #04
18936,"Montgomeryville, PA",PA,East,District #04
18938,"New Hope, PA",PA,East,District #04
18940,"Newtown, PA",PA,East,District #04
18942,"Ottsville, PA",PA,East,District #04
18943,"Penns Park, PA",PA,East,District #04
18944,"Perkasie, PA",PA,East,District #04
18946,"Pineville, PA",PA,East,District #04
18947,"Pipersville, PA",PA,East,District #04
18949,"Plumsteadville, PA",PA,East,District #04
18950,"Point Pleasant, PA",PA,East,District #04
18951,"Quakertown, PA",PA,East,District #04
18953,"Revere, PA",PA,East,District #04
18954,"Richboro, PA",PA,East,District #04
18955,"Richlandtown, PA",PA,East,District #04
18956,"Rushland, PA",PA,East,District #04
18957,"Salford, PA",PA,East,District #04
18958,"Salfordville, PA",PA,East,District #04
18960,"Sellersville, PA",PA,East,District #04
18962,"Silverdale, PA",PA,East,District #04
18963,"Solebury, PA",PA,East,District #04
18964,"Souderton, PA",PA,East,District #04
18966,"Southampton, PA",PA,East,District #04
18968,"Spinnerstown, PA",PA,East,District #04
18969,"Telford, PA",PA,East,District #04
18970,"Trumbauersville, PA",PA,East,District #04
18971,"Tylersport, PA",PA,East,District #04
18972,"Upper Black Eddy, PA",PA,East,District #04
18974,"Warminster, PA",PA,East,District #04
18976,"Warrington, PA",PA,East,District #04
18977,"Washington Crossing, PA",PA,East,District #04
18979,"Woxall, PA",PA,East,District #04
18980,"Wycombe, PA",PA,East,District #04
18981,"Zionhill, PA",PA,East,District #04
18991,"Warminster, PA",PA,East,District #04
19001,"Abington, PA",PA,East,District #04
19002,"Ambler, PA",PA,East,District #04
19003,"Ardmore, PA",PA,East,District #04
19004,"Bala Cynwyd, PA",PA,East,District #04
19006,"Huntingdon Valley, PA",PA,East,District #04
19007,"Bristol, PA",PA,East,District #04
19008,"Broomall, PA",PA,East,District #04
19009,"Bryn Athyn, PA",PA,East,District #04
19010,"Bryn Mawr, PA",PA,East,District #04
19012,"Cheltenham, PA",PA,East,District #04
19013,"Chester, PA",PA,East,District #04
19014,"Aston, PA",PA,East,District #04
19015,"Brookhaven, PA",PA,East,District #04
19016,"Chester, PA",PA,East,District #04
19017,"Chester Heights, PA",PA,East,District #04
19018,"Clifton Heights, PA",PA,East,District #04
19020,"Bensalem, PA",PA,East,District #04
19021,"Croydon, PA",PA,East,District #04
19022,"Crum Lynne, PA",PA,East,District #04
19023,"Darby, PA",PA,East,District #04
19025,"Dresher, PA",PA,East,District #04
19026,"Drexel Hill, PA",PA,East,District #04
19027,"Elkins Park, PA",PA,East,District #04
19028,"Edgemont, PA",PA,East,District #04
19029,"Essington, PA",PA,East,District #04
19030,"Fairless Hills, PA",PA,East,District #04
19031,"Flourtown, PA",PA,East,District #04
19032,"Folcroft, PA",PA,East,District #04
19033,"Folsom, PA",PA,East,District #04
19034,"Fort Washington, PA",PA,East,District #04
19035,"Gladwyne, PA",PA,East,District #04
19036,"Glenolden, PA",PA,East,District #04
19037,"Glen Riddle Lima, PA",PA,East,District #04
19038,"Glenside, PA",PA,East,District #04
19039,"Gradyville, PA",PA,East,District #04
19040,"Hatboro, PA",PA,East,District #04
19041,"Haverford, PA",PA,East,District #04
19043,"Holmes, PA",PA,East,District #04
19044,"Horsham, PA",PA,East,District #04
19046,"Jenkintown, PA",PA,East,District #04
19047,"Langhorne, PA",PA,East,District #04
19048,"Fort Washington, PA",PA,East,District #04
19049,"Fort Washington, PA",PA,East,District #04
19050,"Lansdowne, PA",PA,East,District #04
19052,"Lenni, PA",PA,East,District #04
19053,"Feasterville Trevose, PA",PA,East,District #04
19054,"Levittown, PA",PA,East,District #04
19055,"Levittown, PA",PA,East,District #04
19056,"Levittown, PA",PA,East,District #04
19057,"Levittown, PA",PA,East,District #04
19058,"Levittown, PA",PA,East,District #04
19060,"Garnet Valley, PA",PA,East,District #04
19061,"Marcus Hook, PA",PA,East,District #04
19063,"Media, PA",PA,East,District #04
19064,"Springfield, PA",PA,East,District #04
19065,"Media, PA",PA,East,District #04
19066,"Merion Station, PA",PA,East,District #04
19067,"Morrisville, PA",PA,East,District #04
19070,"Morton, PA",PA,East,District #04
19072,"Narberth, PA",PA,East,District #04
19073,"Newtown Square, PA",PA,East,District #04
19074,"Norwood, PA",PA,East,District #04
19075,"Oreland, PA",PA,East,District #04
19076,"Prospect Park, PA",PA,East,District #04
19078,"Ridley Park, PA",PA,East,District #04
19079,"Sharon Hill, PA",PA,East,District #04
19080,"Wayne, PA",PA,East,District #04
19081,"Swarthmore, PA",PA,East,District #04
19082,"Upper Darby, PA",PA,East,District #04
19083,"Havertown, PA",PA,East,District #04
19085,"Villanova, PA",PA,East,District #04
19086,"Wallingford, PA",PA,East,District #04
19087,"Wayne, PA",PA,East,District #04
19088,"Wayne, PA",PA,East,District #04
19089,"Wayne, PA",PA,East,District #04
19090,"Willow Grove, PA",PA,East,District #04
19091,"Media, PA",PA,East,District #04
19094,"Woodlyn, PA",PA,East,District #04
19095,"Wyncote, PA",PA,East,District #04
19096,"Wynnewood, PA",PA,East,District #04
19098,"Holmes, PA",PA,East,District #04
19301,"Paoli, PA",PA,East,District #04
19311,"Avondale, PA",PA,East,District #04
19312,"Berwyn, PA",PA,East,District #04
19316,"Brandamore, PA",PA,East,District #04
19317,"Chadds Ford, PA",PA,East,District #04
19318,"Chatham, PA",PA,East,District #04
19319,"Cheyney, PA",PA,East,District #04
19320,"Coatesville, PA",PA,East,District #04
19331,"Concordville, PA",PA,East,District #04
19333,"Devon, PA",PA,East,District #04
19335,"Downingtown, PA",PA,East,District #04
19339,"Concordville, PA",PA,East,District #04
19340,"Concordville, PA",PA,East,District #04
19341,"Exton, PA",PA,East,District #04
19342,"Glen Mills, PA",PA,East,District #04
19343,"Glenmoore, PA",PA,East,District #04
19344,"Honey Brook, PA",PA,East,District #04
19345,"Immaculata, PA",PA,East,District #04
19346,"Kelton, PA",PA,East,District #04
19347,"Kemblesville, PA",PA,East,District #04
19348,"Kennett Square, PA",PA,East,District #04
19350,"Landenberg, PA",PA,East,District #04
19351,"Lewisville, PA",PA,East,District #04
19352,"Lincoln University, PA",PA,East,District #04
19353,"Lionville, PA",PA,East,District #04
19354,"Lyndell, PA",PA,East,District #04
19355,"Malvern, PA",PA,East,District #04
19357,"Mendenhall, PA",PA,East,District #04
19358,"Modena, PA",PA,East,District #04
19360,"New London, PA",PA,East,District #04
19366,"Pocopson, PA",PA,East,District #04
19371,"Suplee, PA",PA,East,District #04
19372,"Thorndale, PA",PA,East,District #04
19373,"Thornton, PA",PA,East,District #04
19374,"Toughkenamon, PA",PA,East,District #04
19375,"Unionville, PA",PA,East,District #04
19376,"Wagontown, PA",PA,East,District #04
19380,"West Chester, PA",PA,East,District #04
19381,"West Chester, PA",PA,East,District #04
19382,"West Chester, PA",PA,East,District #04
19383,"West Chester, PA",PA,East,District #04
19388,"West Chester, PA",PA,East,District #04
19390,"West Grove, PA",PA,East,District #04
19395,"Westtown, PA",PA,East,District #04
19397,"Southeastern, PA",PA,East,District #04
19398,"Southeastern, PA",PA,East,District #04
